Siruta,Localitate,Barbati_25-34,Barbati_35-44,Barbati_45-64,Barbati_65_,Femei_18-24,Femei_35-44,Femei_45-64,Femei_65_,
70520,Afumati,0.40395,0.40395,1.3465,1.3465,5.386,0.2693,0.40395,1.3465,
70566,Almaj,0.2856,0.2856,0.952,0.952,3.808,0.1904,0.2856,0.952,
70637,Amarastii De Jos,0.8385,0.8385,2.795,2.795,11.18,0.559,0.8385,2.795,
70673,Amarastii De Sus,0.24795,0.24795,0.8265,0.8265,3.306,0.1653,0.24795,0.8265,
70726,Apele Vii,0.31095,0.31095,1.0365,1.0365,4.146,0.2073,0.31095,1.0365,
70744,Argetoaia,0.6873,0.6873,2.291,2.291,9.164,0.4582,0.6873,2.291,
70879,Oras Bechet,0.65295,0.65295,2.1765,2.1765,8.706,0.4353,0.65295,2.1765,
70897,Bistret,0.6474,0.6474,2.158,2.158,8.632,0.4316,0.6474,2.158,
70940,Barca,0.6126,0.6126,2.042,2.042,8.168,0.4084,0.6126,2.042,
70968,Botosesti-Paia,0.10665,0.10665,0.3555,0.3555,1.422,0.0711,0.10665,0.3555,
70986,Brabova,0.19725,0.19725,0.6575,0.6575,2.63,0.1315,0.19725,0.6575,
71055,Bradesti,0.6747,0.6747,2.249,2.249,8.996,0.4498,0.6747,2.249,
71126,Bralostita,0.56235,0.56235,1.8745,1.8745,7.498,0.3749,0.56235,1.8745,
71199,Bratovoesti,0.47805,0.47805,1.5935,1.5935,6.374,0.3187,0.47805,1.5935,
71260,Breasta,0.6273,0.6273,2.091,2.091,8.364,0.4182,0.6273,2.091,
71340,Bulzesti,0.2121,0.2121,0.707,0.707,2.828,0.1414,0.2121,0.707,
71457,Calopar,0.58425,0.58425,1.9475,1.9475,7.79,0.3895,0.58425,1.9475,
71518,Caraula,0.3777,0.3777,1.259,1.259,5.036,0.2518,0.3777,1.259,
71536,Carpen,0.34635,0.34635,1.1545,1.1545,4.618,0.2309,0.34635,1.1545,
71572,Castranova,0.48345,0.48345,1.6115,1.6115,6.446,0.3223,0.48345,1.6115,
71607,Calarasi,0.885,0.885,2.95,2.95,11.8,0.59,0.885,2.95,
71634,Celaru,0.6657,0.6657,2.219,2.219,8.876,0.4438,0.6657,2.219,
71698,Cerat,0.62805,0.62805,2.0935,2.0935,8.374,0.4187,0.62805,2.0935,
71723,Cernatesti,0.2679,0.2679,0.893,0.893,3.572,0.1786,0.2679,0.893,
71787,Cetate,0.8193,0.8193,2.731,2.731,10.924,0.5462,0.8193,2.731,
71812,Cioroiasi,0.22785,0.22785,0.7595,0.7595,3.038,0.1519,0.22785,0.7595,
71858,Ciupercenii Noi,0.78525,0.78525,2.6175,2.6175,10.47,0.5235,0.78525,2.6175,
71885,Cosoveni,0.4902,0.4902,1.634,1.634,6.536,0.3268,0.4902,1.634,
71910,Cotofenii Din Dos,0.3489,0.3489,1.163,1.163,4.652,0.2326,0.3489,1.163,
71956,Daneti,0.8856,0.8856,2.952,2.952,11.808,0.5904,0.8856,2.952,
72007,Oras Dabuleni,1.82715,1.82715,6.0905,6.0905,24.362,1.2181,1.82715,6.0905,
72034,Desa,0.738,0.738,2.46,2.46,9.84,0.492,0.738,2.46,
72052,Diosti,0.45,0.45,1.5,1.5,6,0.3,0.45,1.5,
72098,Dobresti,0.3591,0.3591,1.197,1.197,4.788,0.2394,0.3591,1.197,
72150,Dragotesti,0.32115,0.32115,1.0705,1.0705,4.282,0.2141,0.32115,1.0705,
72221,Dranic,0.3651,0.3651,1.217,1.217,4.868,0.2434,0.3651,1.217,
72276,Farcas,0.31365,0.31365,1.0455,1.0455,4.182,0.2091,0.31365,1.0455,
72383,Galicea Mare,0.61515,0.61515,2.0505,2.0505,8.202,0.4101,0.61515,2.0505,
72409,Ghercesti,0.24945,0.24945,0.8315,0.8315,3.326,0.1663,0.24945,0.8315,
72463,Gighera,0.43215,0.43215,1.4405,1.4405,5.762,0.2881,0.43215,1.4405,
72506,Giubega,0.306,0.306,1.02,1.02,4.08,0.204,0.306,1.02,
72533,Giurgita,0.4488,0.4488,1.496,1.496,5.984,0.2992,0.4488,1.496,
72579,Gangiova,0.3942,0.3942,1.314,1.314,5.256,0.2628,0.3942,1.314,
72604,Gogosu,0.0912,0.0912,0.304,0.304,1.216,0.0608,0.0912,0.304,
72640,Goicea,0.39105,0.39105,1.3035,1.3035,5.214,0.2607,0.39105,1.3035,
72677,Goiesti,0.4545,0.4545,1.515,1.515,6.06,0.303,0.4545,1.515,
72819,Grecesti,0.24495,0.24495,0.8165,0.8165,3.266,0.1633,0.24495,0.8165,
72882,Izvoare,0.23625,0.23625,0.7875,0.7875,3.15,0.1575,0.23625,0.7875,
72926,Leu,0.7014,0.7014,2.338,2.338,9.352,0.4676,0.7014,2.338,
72953,Lipovu,0.48825,0.48825,1.6275,1.6275,6.51,0.3255,0.48825,1.6275,
72980,Macesu De Jos,0.1908,0.1908,0.636,0.636,2.544,0.1272,0.1908,0.636,
73013,Macesu De Sus,0.18855,0.18855,0.6285,0.6285,2.514,0.1257,0.18855,0.6285,
73031,Maglavit,0.7134,0.7134,2.378,2.378,9.512,0.4756,0.7134,2.378,
73068,Malu Mare,0.6609,0.6609,2.203,2.203,8.812,0.4406,0.6609,2.203,
73102,Melinesti,0.59685,0.59685,1.9895,1.9895,7.958,0.3979,0.59685,1.9895,
73246,Mischii,0.24825,0.24825,0.8275,0.8275,3.31,0.1655,0.24825,0.8275,
73317,Marsani,0.6972,0.6972,2.324,2.324,9.296,0.4648,0.6972,2.324,
73335,Motatei,1.07235,1.07235,3.5745,3.5745,14.298,0.7149,1.07235,3.5745,
73371,Murgasi,0.3549,0.3549,1.183,1.183,4.732,0.2366,0.3549,1.183,
73460,Negoi,0.3591,0.3591,1.197,1.197,4.788,0.2394,0.3591,1.197,
73503,Orodel,0.3966,0.3966,1.322,1.322,5.288,0.2644,0.3966,1.322,
73567,Ostroveni,0.75435,0.75435,2.5145,2.5145,10.058,0.5029,0.75435,2.5145,
73594,Perisor,0.252,0.252,0.84,0.84,3.36,0.168,0.252,0.84,
73629,Pielesti,0.5451,0.5451,1.817,1.817,7.268,0.3634,0.5451,1.817,
73665,Piscu Vechi,0.41265,0.41265,1.3755,1.3755,5.502,0.2751,0.41265,1.3755,
73709,Plenita,0.6936,0.6936,2.312,2.312,9.248,0.4624,0.6936,2.312,
73736,Poiana Mare,1.60125,1.60125,5.3375,5.3375,21.35,1.0675,1.60125,5.3375,
73772,Predesti,0.31275,0.31275,1.0425,1.0425,4.17,0.2085,0.31275,1.0425,
73852,Radovan,0.2016,0.2016,0.672,0.672,2.688,0.1344,0.2016,0.672,
73905,Rast,0.53475,0.53475,1.7825,1.7825,7.13,0.3565,0.53475,1.7825,
73923,Robanesti,0.3441,0.3441,1.147,1.147,4.588,0.2294,0.3441,1.147,
73996,Sadova,1.3101,1.3101,4.367,4.367,17.468,0.8734,1.3101,4.367,
74028,Salcuta,0.3243,0.3243,1.081,1.081,4.324,0.2162,0.3243,1.081,
74073,Scaesti,0.31455,0.31455,1.0485,1.0485,4.194,0.2097,0.31455,1.0485,
74108,Seaca De Camp,0.2784,0.2784,0.928,0.928,3.712,0.1856,0.2784,0.928,
74135,Seaca De Padure,0.14625,0.14625,0.4875,0.4875,1.95,0.0975,0.14625,0.4875,
74171,Secu,0.15855,0.15855,0.5285,0.5285,2.114,0.1057,0.15855,0.5285,
74224,Silistea Crucii,0.2205,0.2205,0.735,0.735,2.94,0.147,0.2205,0.735,
74242,Sopot,0.26175,0.26175,0.8725,0.8725,3.49,0.1745,0.26175,0.8725,
74322,Teasc,0.45885,0.45885,1.5295,1.5295,6.118,0.3059,0.45885,1.5295,
74359,Terpezita,0.2334,0.2334,0.778,0.778,3.112,0.1556,0.2334,0.778,
74411,Teslui,0.3468,0.3468,1.156,1.156,4.624,0.2312,0.3468,1.156,
74509,Tuglui,0.4332,0.4332,1.444,1.444,5.776,0.2888,0.4332,1.444,
74536,Unirea,0.56805,0.56805,1.8935,1.8935,7.574,0.3787,0.56805,1.8935,
74554,Urzicuta,0.45735,0.45735,1.5245,1.5245,6.098,0.3049,0.45735,1.5245,
74581,Valea Stanciului,0.81645,0.81645,2.7215,2.7215,10.886,0.5443,0.81645,2.7215,
74616,Vela,0.27885,0.27885,0.9295,0.9295,3.718,0.1859,0.27885,0.9295,
74705,Verbita,0.19245,0.19245,0.6415,0.6415,2.566,0.1283,0.19245,0.6415,
74732,Vartop,0.2559,0.2559,0.853,0.853,3.412,0.1706,0.2559,0.853,
74750,Varvoru De Jos,0.3801,0.3801,1.267,1.267,5.068,0.2534,0.3801,1.267,
74842,Catane,0.29865,0.29865,0.9955,0.9955,3.982,0.1991,0.29865,0.9955,
74859,Carcea,0.34605,0.34605,1.1535,1.1535,4.614,0.2307,0.34605,1.1535,
74867,Carna,0.20745,0.20745,0.6915,0.6915,2.766,0.1383,0.20745,0.6915,
74875,Cotofenii Din Fata,0.2958,0.2958,0.986,0.986,3.944,0.1972,0.2958,0.986,
74883,Dobrotesti,0.2472,0.2472,0.824,0.824,3.296,0.1648,0.2472,0.824,
74891,Galiciuica,0.20475,0.20475,0.6825,0.6825,2.73,0.1365,0.20475,0.6825,
74907,Ghidici,0.3597,0.3597,1.199,1.199,4.796,0.2398,0.3597,1.199,
74915,Ghindeni,0.2721,0.2721,0.907,0.907,3.628,0.1814,0.2721,0.907,
74923,Intorsura,0.2238,0.2238,0.746,0.746,2.984,0.1492,0.2238,0.746,
74931,Plesoi,0.20145,0.20145,0.6715,0.6715,2.686,0.1343,0.20145,0.6715,
74949,Rojiste,0.36615,0.36615,1.2205,1.2205,4.882,0.2441,0.36615,1.2205,
74956,Talpas,0.18885,0.18885,0.6295,0.6295,2.518,0.1259,0.18885,0.6295,
75098,Municipiul Galati,45.6915,45.6915,152.305,152.305,609.22,30.461,45.6915,152.305,
75114,Sendreni,0.67905,0.67905,2.2635,2.2635,9.054,0.4527,0.67905,2.2635,
75150,Vanatori,0.8445,0.8445,2.815,2.815,11.26,0.563,0.8445,2.815,
75203,Municipiul Tecuci,6.82305,6.82305,22.7435,22.7435,90.974,4.5487,6.82305,22.7435,
75221,Draganesti,0.9912,0.9912,3.304,3.304,13.216,0.6608,0.9912,3.304,
75258,Munteni,1.16805,1.16805,3.8935,3.8935,15.574,0.7787,1.16805,3.8935,
75338,Oras Beresti,0.5106,0.5106,1.702,1.702,6.808,0.3404,0.5106,1.702,
75356,Beresti-Meria,0.5769,0.5769,1.923,1.923,7.692,0.3846,0.5769,1.923,
75472,Oras Targu Bujor,1.10925,1.10925,3.6975,3.6975,14.79,0.7395,1.10925,3.6975,
75515,Barcea,0.9693,0.9693,3.231,3.231,12.924,0.6462,0.9693,3.231,
75542,Balabanesti,0.3096,0.3096,1.032,1.032,4.128,0.2064,0.3096,1.032,
75613,Balasesti,0.3525,0.3525,1.175,1.175,4.7,0.235,0.3525,1.175,
75668,Baleni,0.36615,0.36615,1.2205,1.2205,4.882,0.2441,0.36615,1.2205,
75686,Baneasa,0.32235,0.32235,1.0745,1.0745,4.298,0.2149,0.32235,1.0745,
75711,Branistea,0.65445,0.65445,2.1815,2.1815,8.726,0.4363,0.65445,2.1815,
75766,Brahasesti,1.4718,1.4718,4.906,4.906,19.624,0.9812,1.4718,4.906,
75819,Buciumeni,0.38265,0.38265,1.2755,1.2755,5.102,0.2551,0.38265,1.2755,
75864,Cavadinesti,0.4572,0.4572,1.524,1.524,6.096,0.3048,0.4572,1.524,
75917,Certesti,0.3603,0.3603,1.201,1.201,4.804,0.2402,0.3603,1.201,
75953,Corod,1.16205,1.16205,3.8735,3.8735,15.494,0.7747,1.16205,3.8735,
76004,Corni,0.3363,0.3363,1.121,1.121,4.484,0.2242,0.3363,1.121,
76040,Cosmesti,1.01235,1.01235,3.3745,3.3745,13.498,0.6749,1.01235,3.3745,
76111,Costache Negri,0.4137,0.4137,1.379,1.379,5.516,0.2758,0.4137,1.379,
76139,Cuca,0.34035,0.34035,1.1345,1.1345,4.538,0.2269,0.34035,1.1345,
76157,Cudalbi,1.1436,1.1436,3.812,3.812,15.248,0.7624,1.1436,3.812,
76175,Draguseni,0.87765,0.87765,2.9255,2.9255,11.702,0.5851,0.87765,2.9255,
76255,Fartanesti,0.78315,0.78315,2.6105,2.6105,10.442,0.5221,0.78315,2.6105,
76282,Foltesti,0.4983,0.4983,1.661,1.661,6.644,0.3322,0.4983,1.661,
76317,Frumusita,0.8361,0.8361,2.787,2.787,11.148,0.5574,0.8361,2.787,
76353,Fundeni,0.58635,0.58635,1.9545,1.9545,7.818,0.3909,0.58635,1.9545,
76406,Ghidigeni,1.0302,1.0302,3.434,3.434,13.736,0.6868,1.0302,3.434,
76497,Gohor,0.5109,0.5109,1.703,1.703,6.812,0.3406,0.5109,1.703,
76558,Grivita,0.5772,0.5772,1.924,1.924,7.696,0.3848,0.5772,1.924,
76585,Independenta,0.71625,0.71625,2.3875,2.3875,9.55,0.4775,0.71625,2.3875,
76601,Ivesti,1.5306,1.5306,5.102,5.102,20.408,1.0204,1.5306,5.102,
76638,Jorasti,0.2769,0.2769,0.923,0.923,3.692,0.1846,0.2769,0.923,
76674,Liesti,1.64685,1.64685,5.4895,5.4895,21.958,1.0979,1.64685,5.4895,
76692,Matca,1.8813,1.8813,6.271,6.271,25.084,1.2542,1.8813,6.271,
76718,Mastacani,0.7563,0.7563,2.521,2.521,10.084,0.5042,0.7563,2.521,
76745,Movileni,0.5076,0.5076,1.692,1.692,6.768,0.3384,0.5076,1.692,
76763,Namoloasa,0.3258,0.3258,1.086,1.086,4.344,0.2172,0.3258,1.086,
76807,Nicoresti,0.61815,0.61815,2.0605,2.0605,8.242,0.4121,0.61815,2.0605,
76932,Oancea,0.2127,0.2127,0.709,0.709,2.836,0.1418,0.2127,0.709,
76969,Pechea,1.7076,1.7076,5.692,5.692,22.768,1.1384,1.7076,5.692,
76996,Piscu,0.73905,0.73905,2.4635,2.4635,9.854,0.4927,0.73905,2.4635,
77028,Priponesti,0.3378,0.3378,1.126,1.126,4.504,0.2252,0.3378,1.126,
77082,Rediu,0.3318,0.3318,1.106,1.106,4.424,0.2212,0.3318,1.106,
77126,Scanteiesti,0.3792,0.3792,1.264,1.264,5.056,0.2528,0.3792,1.264,
77153,Schela,0.57585,0.57585,1.9195,1.9195,7.678,0.3839,0.57585,1.9195,
77180,Slobozia Conachi,0.6594,0.6594,2.198,2.198,8.792,0.4396,0.6594,2.198,
77224,Smardan,0.8322,0.8322,2.774,2.774,11.096,0.5548,0.8322,2.774,
77260,Smulti,0.2211,0.2211,0.737,0.737,2.948,0.1474,0.2211,0.737,
77288,Suceveni,0.26955,0.26955,0.8985,0.8985,3.594,0.1797,0.26955,0.8985,
77313,Tudor Vladimirescu,0.79635,0.79635,2.6545,2.6545,10.618,0.5309,0.79635,2.6545,
77331,Tulucesti,1.1601,1.1601,3.867,3.867,15.468,0.7734,1.1601,3.867,
77377,Tepu,0.38085,0.38085,1.2695,1.2695,5.078,0.2539,0.38085,1.2695,
77402,Umbraresti,1.0953,1.0953,3.651,3.651,14.604,0.7302,1.0953,3.651,
77475,Valea Marului,0.5532,0.5532,1.844,1.844,7.376,0.3688,0.5532,1.844,
77509,Varlezi,0.3093,0.3093,1.031,1.031,4.124,0.2062,0.3093,1.031,
77536,Vladesti,0.34785,0.34785,1.1595,1.1595,4.638,0.2319,0.34785,1.1595,
77561,Radesti,0.2358,0.2358,0.786,0.786,3.144,0.1572,0.2358,0.786,
77579,Negrilesti,0.38415,0.38415,1.2805,1.2805,5.122,0.2561,0.38415,1.2805,
77587,Poiana,0.2652,0.2652,0.884,0.884,3.536,0.1768,0.2652,0.884,
77595,Cuza Voda,0.4209,0.4209,1.403,1.403,5.612,0.2806,0.4209,1.403,
77601,Suhurlui,0.21465,0.21465,0.7155,0.7155,2.862,0.1431,0.21465,0.7155,
77812,Municipiul Targu Jiu,14.53305,14.53305,48.4435,48.4435,193.774,9.6887,14.53305,48.4435,
77910,Balesti,1.11255,1.11255,3.7085,3.7085,14.834,0.7417,1.11255,3.7085,
78016,Dragutesti,0.7494,0.7494,2.498,2.498,9.992,0.4996,0.7494,2.498,
78089,Turcinesti,0.3165,0.3165,1.055,1.055,4.22,0.211,0.3165,1.055,
78141,Municipiul Motru,3.44175,3.44175,11.4725,11.4725,45.89,2.2945,3.44175,11.4725,
78258,Oras Novaci,0.8631,0.8631,2.877,2.877,11.508,0.5754,0.8631,2.877,
78329,Oras Targu Carbunesti,1.30635,1.30635,4.3545,4.3545,17.418,0.8709,1.30635,4.3545,
78454,Oras Ticleni,0.7239,0.7239,2.413,2.413,9.652,0.4826,0.7239,2.413,
78472,Albeni,0.4353,0.4353,1.451,1.451,5.804,0.2902,0.4353,1.451,
78542,Alimpesti,0.27285,0.27285,0.9095,0.9095,3.638,0.1819,0.27285,0.9095,
78604,Aninoasa,0.58605,0.58605,1.9535,1.9535,7.814,0.3907,0.58605,1.9535,
78668,Arcani,0.18615,0.18615,0.6205,0.6205,2.482,0.1241,0.18615,0.6205,
78711,Baia De Fier,0.64365,0.64365,2.1455,2.1455,8.582,0.4291,0.64365,2.1455,
78748,Balanesti,0.3144,0.3144,1.048,1.048,4.192,0.2096,0.3144,1.048,
78828,Barbatesti,0.24855,0.24855,0.8285,0.8285,3.314,0.1657,0.24855,0.8285,
78873,Bengesti-Ciocadia,0.48615,0.48615,1.6205,1.6205,6.482,0.3241,0.48615,1.6205,
78926,Berlesti,0.31125,0.31125,1.0375,1.0375,4.15,0.2075,0.31125,1.0375,
79004,Balteni,1.1556,1.1556,3.852,3.852,15.408,0.7704,1.1556,3.852,
79077,Bolbosi,0.4968,0.4968,1.656,1.656,6.624,0.3312,0.4968,1.656,
79157,Borascu,0.50115,0.50115,1.6705,1.6705,6.682,0.3341,0.50115,1.6705,
79237,Branesti,0.3468,0.3468,1.156,1.156,4.624,0.2312,0.3468,1.156,
79308,Oras Bumbesti-Jiu,1.5132,1.5132,5.044,5.044,20.176,1.0088,1.5132,5.044,
79362,Bumbesti-Pitic,0.3195,0.3195,1.065,1.065,4.26,0.213,0.3195,1.065,
79406,Bustuchin,0.50055,0.50055,1.6685,1.6685,6.674,0.3337,0.50055,1.6685,
79497,Capreni,0.31395,0.31395,1.0465,1.0465,4.186,0.2093,0.31395,1.0465,
79585,Catunele,0.4035,0.4035,1.345,1.345,5.38,0.269,0.4035,1.345,
79656,Ciuperceni,0.2298,0.2298,0.766,0.766,3.064,0.1532,0.2298,0.766,
79736,Calnic,0.3327,0.3327,1.109,1.109,4.436,0.2218,0.3327,1.109,
79834,Crasna,0.73455,0.73455,2.4485,2.4485,9.794,0.4897,0.73455,2.4485,
79932,Cruset,0.48585,0.48585,1.6195,1.6195,6.478,0.3239,0.48585,1.6195,
80043,Danciulesti,0.3084,0.3084,1.028,1.028,4.112,0.2056,0.3084,1.028,
80123,Danesti,0.5502,0.5502,1.834,1.834,7.336,0.3668,0.5502,1.834,
80249,Dragotesti,0.38505,0.38505,1.2835,1.2835,5.134,0.2567,0.38505,1.2835,
80285,Farcasesti,0.48915,0.48915,1.6305,1.6305,6.522,0.3261,0.48915,1.6305,
80365,Glogova,0.2943,0.2943,0.981,0.981,3.924,0.1962,0.2943,0.981,
80427,Godinesti,0.2937,0.2937,0.979,0.979,3.916,0.1958,0.2937,0.979,
80506,Hurezani,0.2478,0.2478,0.826,0.826,3.304,0.1652,0.2478,0.826,
80560,Ionesti,0.3495,0.3495,1.165,1.165,4.66,0.233,0.3495,1.165,
80613,Jupanesti,0.321,0.321,1.07,1.07,4.28,0.214,0.321,1.07,
80677,Lelesti,0.2595,0.2595,0.865,0.865,3.46,0.173,0.2595,0.865,
80711,Licurici,0.3324,0.3324,1.108,1.108,4.432,0.2216,0.3324,1.108,
80766,Logresti,0.39675,0.39675,1.3225,1.3225,5.29,0.2645,0.39675,1.3225,
80846,Matasari,0.79995,0.79995,2.6665,2.6665,10.666,0.5333,0.79995,2.6665,
80908,Musetesti,0.2961,0.2961,0.987,0.987,3.948,0.1974,0.2961,0.987,
80980,Negomir,0.54285,0.54285,1.8095,1.8095,7.238,0.3619,0.54285,1.8095,
81095,Pades,0.73935,0.73935,2.4645,2.4645,9.858,0.4929,0.73935,2.4645,
81184,Pestisani,0.5694,0.5694,1.898,1.898,7.592,0.3796,0.5694,1.898,
81264,Plopsoru,1.0023,1.0023,3.341,3.341,13.364,0.6682,1.0023,3.341,
81380,Polovragi,0.41145,0.41145,1.3715,1.3715,5.486,0.2743,0.41145,1.3715,
81415,Prigoria,0.44985,0.44985,1.4995,1.4995,5.998,0.2999,0.44985,1.4995,
81497,Rosia De Amaradia,0.47175,0.47175,1.5725,1.5725,6.29,0.3145,0.47175,1.5725,
81576,Runcu,0.7626,0.7626,2.542,2.542,10.168,0.5084,0.7626,2.542,
81656,Samarinesti,0.26565,0.26565,0.8855,0.8855,3.542,0.1771,0.26565,0.8855,
81754,Sacelu,0.2181,0.2181,0.727,0.727,2.908,0.1454,0.2181,0.727,
81816,Saulesti,0.33795,0.33795,1.1265,1.1265,4.506,0.2253,0.33795,1.1265,
81861,Scoarta,0.69075,0.69075,2.3025,2.3025,9.21,0.4605,0.69075,2.3025,
81987,Schela,0.25995,0.25995,0.8665,0.8665,3.466,0.1733,0.25995,0.8665,
82047,Slivilesti,0.4989,0.4989,1.663,1.663,6.652,0.3326,0.4989,1.663,
82136,Stanesti,0.33465,0.33465,1.1155,1.1155,4.462,0.2231,0.33465,1.1155,
82243,Stejari,0.3618,0.3618,1.206,1.206,4.824,0.2412,0.3618,1.206,
82314,Stoina,0.34725,0.34725,1.1575,1.1575,4.63,0.2315,0.34725,1.1575,
82396,Telesti,0.4137,0.4137,1.379,1.379,5.516,0.2758,0.4137,1.379,
82430,Oras Tismana,1.0701,1.0701,3.567,3.567,14.268,0.7134,1.0701,3.567,
82555,Turburea,0.63585,0.63585,2.1195,2.1195,8.478,0.4239,0.63585,2.1195,
82617,Oras Turceni,1.21755,1.21755,4.0585,4.0585,16.234,0.8117,1.21755,4.0585,
82680,Tantareni,0.84765,0.84765,2.8255,2.8255,11.302,0.5651,0.84765,2.8255,
82733,Urdari,0.47415,0.47415,1.5805,1.5805,6.322,0.3161,0.47415,1.5805,
82779,Vagiulesti,0.3852,0.3852,1.284,1.284,5.136,0.2568,0.3852,1.284,
82831,Vladimir,0.4176,0.4176,1.392,1.392,5.568,0.2784,0.4176,1.392,
82895,Oras Rovinari,2.0493,2.0493,6.831,6.831,27.324,1.3662,2.0493,6.831,
83133,Municipiul Odorheiu Secuiesc,5.7885,5.7885,19.295,19.295,77.18,3.859,5.7885,19.295,
83151,Bradesti,0.30345,0.30345,1.0115,1.0115,4.046,0.2023,0.30345,1.0115,
83197,Feliceni,0.50025,0.50025,1.6675,1.6675,6.67,0.3335,0.50025,1.6675,
83320,Municipiul Miercurea Ciuc,6.3195,6.3195,21.065,21.065,84.26,4.213,6.3195,21.065,
83375,Pauleni-Ciuc,0.2883,0.2883,0.961,0.961,3.844,0.1922,0.2883,0.961,
83428,Oras Baile Tusnad,0.2526,0.2526,0.842,0.842,3.368,0.1684,0.2526,0.842,
83464,Oras Balan,1.18965,1.18965,3.9655,3.9655,15.862,0.7931,1.18965,3.9655,
83491,Oras Borsec,0.4158,0.4158,1.386,1.386,5.544,0.2772,0.4158,1.386,
83525,Oras Cristuru Secuiesc,1.62015,1.62015,5.4005,5.4005,21.602,1.0801,1.62015,5.4005,
83561,Municipiul Gheorgheni,3.00465,3.00465,10.0155,10.0155,40.062,2.0031,3.00465,10.0155,
83632,Municipiul Toplita,2.4063,2.4063,8.021,8.021,32.084,1.6042,2.4063,8.021,
83749,Oras Vlahita,1.14735,1.14735,3.8245,3.8245,15.298,0.7649,1.14735,3.8245,
83785,Atid,0.46125,0.46125,1.5375,1.5375,6.15,0.3075,0.46125,1.5375,
83847,Avramesti,0.41775,0.41775,1.3925,1.3925,5.57,0.2785,0.41775,1.3925,
83936,Bilbor,0.4017,0.4017,1.339,1.339,5.356,0.2678,0.4017,1.339,
83963,Capalnita,0.31875,0.31875,1.0625,1.0625,4.25,0.2125,0.31875,1.0625,
83981,Ciucsangeorgiu,0.7542,0.7542,2.514,2.514,10.056,0.5028,0.7542,2.514,
84086,Ciumani,0.66615,0.66615,2.2205,2.2205,8.882,0.4441,0.66615,2.2205,
84102,Carta,0.41685,0.41685,1.3895,1.3895,5.558,0.2779,0.41685,1.3895,
84148,Corbu,0.2223,0.2223,0.741,0.741,2.964,0.1482,0.2223,0.741,
84175,Corund,0.9771,0.9771,3.257,3.257,13.028,0.6514,0.9771,3.257,
84237,Danesti,0.33255,0.33255,1.1085,1.1085,4.434,0.2217,0.33255,1.1085,
84264,Dealu,0.6159,0.6159,2.053,2.053,8.212,0.4106,0.6159,2.053,
84344,Ditrau,0.88545,0.88545,2.9515,2.9515,11.806,0.5903,0.88545,2.9515,
84380,Darjiu,0.16035,0.16035,0.5345,0.5345,2.138,0.1069,0.16035,0.5345,
84415,Frumoasa,0.5676,0.5676,1.892,1.892,7.568,0.3784,0.5676,1.892,
84460,Galautas,0.37635,0.37635,1.2545,1.2545,5.018,0.2509,0.37635,1.2545,
84558,Joseni,0.87435,0.87435,2.9145,2.9145,11.658,0.5829,0.87435,2.9145,
84594,Lazarea,0.53985,0.53985,1.7995,1.7995,7.198,0.3599,0.53985,1.7995,
84629,Lueta,0.55545,0.55545,1.8515,1.8515,7.406,0.3703,0.55545,1.8515,
84656,Lunca De Jos,0.85125,0.85125,2.8375,2.8375,11.35,0.5675,0.85125,2.8375,
84754,Lunca De Sus,0.51375,0.51375,1.7125,1.7125,6.85,0.3425,0.51375,1.7125,
84825,Lupeni,0.70305,0.70305,2.3435,2.3435,9.374,0.4687,0.70305,2.3435,
84923,Martinis,0.4392,0.4392,1.464,1.464,5.856,0.2928,0.4392,1.464,
85056,Meresti,0.2046,0.2046,0.682,0.682,2.728,0.1364,0.2046,0.682,
85074,Mihaileni,0.41115,0.41115,1.3705,1.3705,5.482,0.2741,0.41115,1.3705,
85127,Mugeni,0.54,0.54,1.8,1.8,7.2,0.36,0.54,1.8,
85243,Ocland,0.1998,0.1998,0.666,0.666,2.664,0.1332,0.1998,0.666,
85289,Plaiesii De Jos,0.42855,0.42855,1.4285,1.4285,5.714,0.2857,0.42855,1.4285,
85341,Praid,1.04355,1.04355,3.4785,3.4785,13.914,0.6957,1.04355,3.4785,
85412,Remetea,0.9585,0.9585,3.195,3.195,12.78,0.639,0.9585,3.195,
85467,Sacel,0.1881,0.1881,0.627,0.627,2.508,0.1254,0.1881,0.627,
85528,Sarmas,0.5994,0.5994,1.998,1.998,7.992,0.3996,0.5994,1.998,
85582,Secuieni,0.423,0.423,1.41,1.41,5.64,0.282,0.423,1.41,
85626,Siculeni,0.4299,0.4299,1.433,1.433,5.732,0.2866,0.4299,1.433,
85680,Sancraieni,0.39285,0.39285,1.3095,1.3095,5.238,0.2619,0.39285,1.3095,
85760,Sandominic,0.95445,0.95445,3.1815,3.1815,12.726,0.6363,0.95445,3.1815,
85788,Sanmartin,0.36015,0.36015,1.2005,1.2005,4.802,0.2401,0.36015,1.2005,
85840,Sansimion,0.54555,0.54555,1.8185,1.8185,7.274,0.3637,0.54555,1.8185,
85877,Subcetate,0.2811,0.2811,0.937,0.937,3.748,0.1874,0.2811,0.937,
85920,Suseni,0.79155,0.79155,2.6385,2.6385,10.554,0.5277,0.79155,2.6385,
85984,Simonesti,0.5913,0.5913,1.971,1.971,7.884,0.3942,0.5913,1.971,
86133,Tulghes,0.48435,0.48435,1.6145,1.6145,6.458,0.3229,0.48435,1.6145,
86188,Tusnad,0.3324,0.3324,1.108,1.108,4.432,0.2216,0.3324,1.108,
